233,M023,105
233,SS002,8
233,M008,129
233,M001,117
233,M009,79
233,M014,137
233,SS003,10
233,P001,794
233,M017,234
233,M016,148
233,M015,116
233,M018,88
233,M051,38
233,SS004,56
233,D007,38
233,I002,10
233,I006,12
233,SS001,13
233,M019,22
233,M021,58
233,D001,2
233,M024,48
233,M025,108
233,M013,558
233,A001,119
233,M022,52
233,M007,146
233,M010,22
233,T002,21
233,T005,6
233,M026,40
233,M027,34
233,M028,36
233,M043,34
233,M042,34
233,M052,484
233,T001,22
233,T003,18
233,D009,14
233,A002,51
233,A003,16
233,D012,4
233,E002,62
233,M002,54
233,M003,10
233,M006,54
233,M004,4
233,M011,6
233,M012,2
233,I010,8
233,I001,8
233,D010,8
233,M029,6
275,LS035,16
275,M013,523
275,LS204,18
275,LS030,9
275,LS045,18
275,LS036,8
275,MA207,1748
275,T107,3
275,LS013,114
275,LS008,128
275,LS046,17
275,LS207,385
275,LS031,33
275,M031,450
275,LS010,68
275,M010,168
275,LS011,41
275,M011,92
275,LS002,91
275,LS051,70
275,LS001,80
275,LS012,47
275,LS024,67
275,LS202,161
275,LS021,61
275,LS015,89
275,LS203,103
275,LS016,83
275,LS017,133
275,LS006,18
275,BATV006,1
275,LS047,19
275,M012,108
275,LS201,173
275,MA201,956
275,LS034,10
275,M015,348
275,M016,290
275,MA202,650
275,D007,44
275,M017,594
275,LS019,63
275,M019,86
275,M021,126
275,MA203,210
275,M024,136
275,SS001,34
275,M022,94
275,LS023,91
275,M023,228
275,M001,294
275,I006,7
275,LS037,17
275,M051,94
275,D011,14
275,LS048,18
275,LS022,59
275,D012,7
275,D018,17
275,M042,108
275,M043,92
275,LS042,42
275,M027,86
275,LS025,10
275,LS014,13
275,LS205,19
275,M008,302
275,M002,646
275,LS005,45
275,LS026,17
275,LS003,22
275,LS032,10
275,LS033,16
275,LS206,18
275,LS049,12
275,LS044,12
275,SS003,16
275,BATV029,1
275,LS009,17
275,M005,82
275,M003,20
275,D009,14
275,T106,5
275,T110,5
275,I010,8
275,LS050,9
275,M035,8
275,T105,2
275,LS029,12
275,T109,5
275,LL003,3
275,LL005,14
275,L005,4
275,LS027,21
275,LS039,10
275,M039,16
275,LL007,12
275,L007,4
275,D005,4
275,D006,4
275,LS043,26
275,MA205,2
275,T102,2
275,T104,5
275,T103,1
275,I001,6
275,D010,1
275,I002,4
275,T108,2
275,BATV034,1
275,SS004,30
275,D016,16
275,T101,2
275,BATV206,1
275,D017,2
275,BATV107,1
275,T111,1
275,LL010,11
275,BATP031,1
275,BATV108,1
275,BATV030,1
275,BATV202,1
275,D001,6
275,BATV035,1
275,SS002,20
275,LL002,6
275,L002,2
275,L010,2
275,LL008,26
275,L008,8
275,LL009,3
275,L009,1
275,BATV019,1
275,LL006,2
275,L006,1
275,BATV015,1
275,M038,2
275,BATV011,1
275,BATV111,1
275,BATV013,1
319,M010,164
319,M013,414
319,M052,478
319,P001,326
319,M011,18
319,M014,150
319,M015,152
319,M016,190
319,M017,362
319,D007,32
319,M008,160
319,M007,150
319,M001,116
319,M023,110
319,M022,78
319,M021,102
319,M019,64
319,M018,136
319,M009,116
319,M051,52
319,M024,64
319,M025,132
319,M042,58
319,M043,54
319,M028,46
319,M029,20
319,M027,52
319,M026,68
319,I006,6
319,M012,8
319,E002,46
319,P002,4
319,M002,60
319,M003,10
319,M006,38
319,M004,4
319,M005,12
319,I010,8
319,D012,9
319,M037,8
319,M038,8
319,M039,4
319,M040,2
319,M041,2
319,M020,6
319,D001,4
319,L005,1
319,E003,6
319,L002,1
319,L007,1
319,L009,2
319,L010,1
319,L008,1
360,M023,109
360,M007,156
360,M008,130
360,M009,94
360,M001,103
360,P001,613
360,M052,316
360,M015,124
360,M016,174
360,M017,273
360,A002,60
360,A003,15
360,D007,44
360,D009,20
360,I006,10
360,M014,190
360,M013,526
360,M042,42
360,M043,46
360,M028,46
360,M027,46
360,M026,54
360,M025,110
360,M021,86
360,M024,70
360,M019,64
360,M018,114
360,M051,26
360,M022,46
360,M006,74
360,D012,11
360,M029,18
360,P002,4
360,E002,56
360,T002,19
360,T005,15
360,M003,10
360,M002,34
360,I010,4
360,T004,3
360,D013,2
360,M010,8
360,A001,58
360,T001,5
360,D010,8
360,D008,2
360,M012,8
360,M011,4
360,T003,2
360,M005,2
360,D001,8
360,D004,1
360,M044,4
360,M050,2
360,M045,2
360,M037,4
360,M038,8
360,M041,52
360,M039,6
360,M040,4
360,D006,2
5,M013,538
5,P001,460
5,A003,38
5,M010,52
5,T002,20
5,T005,10
5,M008,122
5,M014,150
5,M001,118
5,M007,142
5,M023,98
5,M021,68
5,M024,68
5,D001,12
5,M009,80
5,M022,60
5,M025,100
5,M026,64
5,M017,234
5,M019,36
5,M018,84
5,M027,50
5,M016,126
5,M015,128
5,D007,26
5,M028,58
5,M043,60
5,M042,66
5,M052,462
5,M012,22
5,M011,10
5,M051,28
5,D012,7
5,A002,50
5,M029,40
5,M037,24
5,M038,28
5,D009,10
