233,M023,0.701276543513
233,SS002,0.700085921198
233,M008,0.701571130477
233,M001,0.701423836995
233,M009,0.700957407635
233,M014,0.701669326132
233,SS003,0.700110470112
233,P001,0.709733644286
233,M017,0.702859948447
233,M016,0.701804345158
233,M015,0.701411562538
233,M018,0.701067877746
233,M051,0.700454154904
233,SS004,0.700675095127
233,D007,0.700454154904
233,I002,0.700110470112
233,I006,0.700135019025
233,SS001,0.700147293482
233,M019,0.700257763594
233,M021,0.700699644041
233,D001,0.700012274457
233,M024,0.700576899472
233,M025,0.701313366884
233,M013,0.706836872468
233,A001,0.701448385909
233,M022,0.7006259973
233,M007,0.701779796244
233,M010,0.700257763594
233,T002,0.700245489137
233,T005,0.700061372284
233,M026,0.700478703817
233,M027,0.700405057076
233,M028,0.70042960599
233,M043,0.700405057076
233,M042,0.700405057076
233,M052,0.705928562661
233,T001,0.700257763594
233,T003,0.700208665767
233,D009,0.700159567939
233,A002,0.700613722843
233,A003,0.700184116853
233,D012,0.700036823371
233,E002,0.700748741868
233,M002,0.700650546213
233,M003,0.700110470112
233,M006,0.700650546213
233,M004,0.700036823371
233,M011,0.700061372284
233,M012,0.700012274457
233,I010,0.700085921198
233,I001,0.700085921198
233,D010,0.700085921198
233,M029,0.700061372284
275,LS035,0.700184116853
275,M013,0.706407266478
275,LS204,0.700208665767
275,LS030,0.700098195655
275,LS045,0.700208665767
275,LS036,0.700085921198
275,MA207,0.721443476126
275,T107,0.700024548914
275,LS013,0.701387013625
275,LS008,0.701558856021
275,LS046,0.70019639131
275,LS207,0.704713391432
275,LS031,0.700392782619
275,M031,0.705511231128
275,LS010,0.700822388609
275,M010,0.702049834295
275,LS011,0.700490978274
275,M011,0.701116975574
275,LS002,0.701104701117
275,LS051,0.700846937523
275,LS001,0.700969682092
275,LS012,0.700564625015
275,LS024,0.700810114152
275,LS202,0.701963913097
275,LS021,0.700736467411
275,LS015,0.701080152203
275,LS203,0.701251994599
275,LS016,0.701006505462
275,LS017,0.701620228305
275,LS006,0.700208665767
275,BATV006,0.7
275,LS047,0.700220940223
275,M012,0.701313366884
275,LS201,0.702111206579
275,MA201,0.711722106297
275,LS034,0.700110470112
275,M015,0.704259236529
275,M016,0.703547318031
275,MA202,0.707966122499
275,D007,0.700527801645
275,M017,0.707278752915
275,LS019,0.700761016325
275,M019,0.701043328833
275,M021,0.701534307107
275,MA203,0.702565361483
275,M024,0.701657051675
275,SS001,0.700405057076
275,M022,0.701141524488
275,LS023,0.701104701117
275,M023,0.702786301706
275,M001,0.703596415859
275,I006,0.700073646741
275,LS037,0.70019639131
275,M051,0.701141524488
275,D011,0.700159567939
275,LS048,0.700208665767
275,LS022,0.700711918498
275,D012,0.700073646741
275,D018,0.70019639131
275,M042,0.701313366884
275,M043,0.701116975574
275,LS042,0.700503252731
275,M027,0.701043328833
275,LS025,0.700110470112
275,LS014,0.700147293482
275,LS205,0.700220940223
275,M008,0.703694611513
275,M002,0.707917024672
275,LS005,0.700540076102
275,LS026,0.70019639131
275,LS003,0.700257763594
275,LS032,0.700110470112
275,LS033,0.700184116853
275,LS206,0.700208665767
275,LS049,0.700135019025
275,LS044,0.700135019025
275,SS003,0.700184116853
275,BATV029,0.7
275,LS009,0.70019639131
275,M005,0.700994231005
275,M003,0.70023321468
275,D009,0.700159567939
275,T106,0.700049097827
275,T110,0.700049097827
275,I010,0.700085921198
275,LS050,0.700098195655
275,M035,0.700085921198
275,T105,0.700012274457
275,LS029,0.700135019025
275,T109,0.700049097827
275,LL003,0.700024548914
275,LL005,0.700159567939
275,L005,0.700036823371
275,LS027,0.700245489137
275,LS039,0.700110470112
275,M039,0.700184116853
275,LL007,0.700135019025
275,L007,0.700036823371
275,D005,0.700036823371
275,D006,0.700036823371
275,LS043,0.700306861421
275,MA205,0.700012274457
275,T102,0.700012274457
275,T104,0.700049097827
275,T103,0.7
275,I001,0.700061372284
275,D010,0.7
275,I002,0.700036823371
